episode,reward,planning_rate
1,0.0,1.0
2,2.0,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,2.0,1.0
9,0.0,1.0
10,0.0,1.0
11,0.0,1.0
12,0.0,1.0
13,2.0,1.0
14,0.0,1.0
15,0.0,1.0
16,0.0,1.0
17,0.0,1.0
18,0.0,1.0
19,0.0,1.0
20,0.0,1.0
21,0.0,1.0
22,0.0,1.0
23,0.0,1.0
24,0.0,1.0
25,0.0,1.0
26,0.0,1.0
27,0.0,1.0
28,2.0,1.0
29,1.0,1.0
30,1.0,1.0
31,0.0,1.0
32,0.0,1.0
33,2.0,1.0
34,2.0,1.0
35,0.0,1.0
36,0.0,1.0
37,0.0,1.0
38,2.0,1.0
39,2.0,1.0
40,0.0,1.0
41,0.0,1.0
42,0.0,1.0
43,0.0,1.0
44,0.0,1.0
45,0.0,1.0
46,0.0,1.0
47,0.0,1.0
48,0.0,1.0
49,2.0,1.0
50,0.0,1.0
51,2.0,1.0
52,0.0,1.0
53,0.0,1.0
54,0.0,1.0
55,0.0,1.0
56,0.0,1.0
57,2.0,1.0
58,0.0,1.0
59,0.0,1.0
60,0.0,1.0
61,0.0,1.0
62,0.0,1.0
63,2.0,1.0
64,0.0,1.0
65,2.0,1.0
66,0.0,1.0
67,2.0,1.0
68,0.0,1.0
69,0.0,1.0
70,0.0,1.0
71,2.0,1.0
72,0.0,1.0
73,2.0,1.0
74,2.0,1.0
75,0.0,1.0
76,2.0,1.0
77,0.0,1.0
78,0.0,1.0
79,0.0,1.0
80,0.0,1.0
81,0.0,1.0
82,0.0,1.0
83,2.0,1.0
84,0.0,1.0
85,0.0,1.0
86,0.0,1.0
87,0.0,1.0
88,0.0,1.0
89,0.0,1.0
90,0.0,1.0
91,0.0,1.0
92,0.0,1.0
93,0.0,1.0
94,0.0,1.0
95,0.0,1.0
96,3.0,1.0
97,1.0,1.0
98,1.0,1.0
99,0.0,1.0
100,1.0,1.0
101,0.0,1.0
102,0.0,1.0
103,0.0,1.0
104,0.0,1.0
105,0.0,1.0
106,2.0,1.0
107,1.0,1.0
108,0.0,1.0
109,0.0,1.0
110,0.0,1.0
111,0.0,1.0
112,0.0,1.0
113,0.0,1.0
114,0.0,1.0
115,0.0,1.0
116,0.0,1.0
117,0.0,1.0
118,0.0,1.0
119,0.0,1.0
120,0.0,1.0
121,0.0,1.0
122,0.0,1.0
123,1.0,1.0
124,0.0,1.0
125,0.0,1.0
126,2.0,1.0
127,0.0,1.0
128,0.0,1.0
129,0.0,1.0
130,1.0,1.0
131,1.0,1.0
132,0.0,1.0
133,0.0,1.0
134,0.0,1.0
135,0.0,1.0
136,0.0,1.0
137,2.0,1.0
138,0.0,1.0
139,1.0,1.0
140,0.0,1.0
141,0.0,1.0
142,1.0,1.0
143,0.0,1.0
144,1.0,1.0
145,2.0,1.0
146,0.0,1.0
147,0.0,1.0
148,0.0,1.0
149,2.0,1.0
150,2.0,1.0
151,2.0,1.0
152,0.0,1.0
153,1.0,1.0
154,0.0,1.0
155,0.0,1.0
156,0.0,1.0
157,0.0,1.0
158,0.0,1.0
159,1.0,1.0
160,0.0,1.0
161,0.0,1.0
162,0.0,1.0
163,0.0,1.0
164,0.0,1.0
165,0.0,1.0
166,0.0,1.0
167,0.0,1.0
168,0.0,1.0
169,0.0,1.0
170,1.0,1.0
171,0.0,1.0
172,1.0,1.0
173,1.0,1.0
174,0.0,1.0
175,0.0,1.0
176,0.0,1.0
177,1.0,1.0
178,0.0,1.0
179,0.0,1.0
180,0.0,1.0
181,0.0,1.0
182,1.0,1.0
183,0.0,1.0
184,0.0,1.0
185,0.0,1.0
186,0.0,1.0
187,0.0,1.0
188,0.0,1.0
189,1.0,1.0
190,0.0,1.0
191,0.0,1.0
192,0.0,1.0
193,0.0,1.0
194,0.0,1.0
195,0.0,1.0
196,0.0,1.0
197,0.0,1.0
198,0.0,1.0
199,0.0,1.0
200,0.0,1.0
201,0.0,1.0
202,1.0,1.0
203,1.0,1.0
204,0.0,1.0
205,0.0,0.5357142857142857
206,0.0,0.12244897959183673
207,1.0,0.13333333333333333
208,1.0,0.1232876712328767
209,0.0,0.1111111111111111
210,0.0,0.13793103448275862
211,0.0,0.12903225806451613
212,1.0,0.11666666666666667
213,0.0,0.13333333333333333
214,0.0,0.13793103448275862
215,0.0,0.11363636363636363
216,1.0,0.125
217,0.0,0.12903225806451613
218,0.0,0.125
219,0.0,0.12903225806451613
220,0.0,0.11538461538461539
221,0.0,0.125
222,0.0,0.14285714285714285
223,0.0,0.1111111111111111
224,1.0,0.1232876712328767
225,0.0,0.12903225806451613
226,2.0,0.12264150943396226
227,2.0,0.125
228,0.0,0.14705882352941177
229,0.0,0.1
230,2.0,0.125
231,0.0,0.14814814814814814
232,0.0,0.12
233,0.0,0.13793103448275862
234,0.0,0.10256410256410256
235,0.0,0.1282051282051282
236,0.0,0.125
237,0.0,0.12
238,0.0,0.13793103448275862
239,0.0,0.11538461538461539
240,0.0,0.125
241,0.0,0.12
242,0.0,0.14
243,1.0,0.1111111111111111
244,0.0,0.15384615384615385
245,1.0,0.12162162162162163
246,0.0,0.12
247,0.0,0.1111111111111111
248,0.0,0.14285714285714285
249,1.0,0.12658227848101267
250,0.0,0.10714285714285714
251,0.0,0.13333333333333333
252,0.0,0.11538461538461539
253,0.0,0.13636363636363635
254,2.0,0.12037037037037036
255,0.0,0.13333333333333333
256,0.0,0.13333333333333333
257,0.0,0.125
258,0.0,0.10810810810810811
259,1.0,0.13157894736842105
260,0.0,0.12121212121212122
261,0.0,0.12
262,1.0,0.1282051282051282
263,0.0,0.11538461538461539
264,0.0,0.13793103448275862
265,0.0,0.12
266,0.0,0.1111111111111111
267,3.0,0.125
268,0.0,0.13636363636363635
269,0.0,0.11538461538461539
270,1.0,0.1267605633802817
271,0.0,0.13793103448275862
272,2.0,0.11650485436893204
273,1.0,0.13580246913580246
274,0.0,0.11538461538461539
275,0.0,0.12
276,2.0,0.128
277,0.0,0.12
278,0.0,0.10714285714285714
279,0.0,0.11538461538461539
280,0.0,0.14285714285714285
281,0.0,0.125
282,0.0,0.11538461538461539
283,0.0,0.12121212121212122
284,1.0,0.13157894736842105
285,0.0,0.1111111111111111
286,0.0,0.12
287,0.0,0.1282051282051282
288,1.0,0.12162162162162163
289,0.0,0.14814814814814814
290,0.0,0.1111111111111111
291,1.0,0.13333333333333333
292,0.0,0.10344827586206896
293,2.0,0.12844036697247707
294,0.0,0.1111111111111111
295,0.0,0.12
296,0.0,0.15384615384615385
297,0.0,0.11764705882352941
298,0.0,0.11538461538461539
299,0.0,0.12
300,0.0,0.12903225806451613
301,0.0,0.14814814814814814
302,0.0,0.10869565217391304
303,0.0,0.14285714285714285
304,0.0,0.125
305,0.0,0.10344827586206896
306,0.0,0.15384615384615385
307,0.0,0.1
308,1.0,0.136986301369863
309,2.0,0.1188118811881188
310,0.0,0.12903225806451613
311,0.0,0.12121212121212122
312,0.0,0.125
313,0.0,0.11538461538461539
314,0.0,0.14814814814814814
315,0.0,0.12
316,0.0,0.12
317,0.0,0.12121212121212122
318,1.0,0.1267605633802817
319,0.0,0.12
320,1.0,0.125
321,1.0,0.1320754716981132
322,2.0,0.12745098039215685
323,0.0,0.10714285714285714
324,0.0,0.11538461538461539
325,0.0,0.14285714285714285
326,2.0,0.12
327,0.0,0.12
328,1.0,0.125
329,0.0,0.13793103448275862
330,0.0,0.11764705882352941
331,0.0,0.12
332,0.0,0.13333333333333333
333,0.0,0.125
334,0.0,0.13333333333333333
335,0.0,0.11538461538461539
336,0.0,0.13793103448275862
337,1.0,0.11842105263157894
338,1.0,0.125
339,0.0,0.1282051282051282
340,0.0,0.12
341,0.0,0.12903225806451613
342,0.0,0.13157894736842105
343,0.0,0.1111111111111111
344,0.0,0.13793103448275862
345,0.0,0.12
346,0.0,0.10714285714285714
347,1.0,0.125
348,0.0,0.13513513513513514
349,2.0,0.12871287128712872
350,0.0,0.12
351,1.0,0.1232876712328767
352,0.0,0.11764705882352941
353,0.0,0.13793103448275862
354,0.0,0.1111111111111111
355,0.0,0.14285714285714285
356,0.0,0.1111111111111111
357,1.0,0.13333333333333333
358,0.0,0.11538461538461539
359,0.0,0.11538461538461539
360,0.0,0.13513513513513514
361,0.0,0.10714285714285714
362,0.0,0.12
363,2.0,0.12418300653594772
364,0.0,0.15384615384615385
365,2.0,0.1188118811881188
366,0.0,0.14285714285714285
367,0.0,0.10714285714285714
368,0.0,0.14285714285714285
369,0.0,0.10810810810810811
370,0.0,0.13333333333333333
371,0.0,0.11538461538461539
372,0.0,0.14285714285714285
373,0.0,0.10714285714285714
374,0.0,0.12903225806451613
375,0.0,0.12
376,0.0,0.15384615384615385
377,0.0,0.10344827586206896
378,0.0,0.14285714285714285
379,1.0,0.1267605633802817
380,0.0,0.10714285714285714
381,0.0,0.13793103448275862
382,0.0,0.11538461538461539
383,0.0,0.12
384,2.0,0.12408759124087591
385,0.0,0.14814814814814814
386,0.0,0.10344827586206896
387,0.0,0.12121212121212122
388,1.0,0.1282051282051282
389,0.0,0.14285714285714285
390,0.0,0.125
391,0.0,0.11627906976744186
392,1.0,0.12162162162162163
393,0.0,0.12
394,0.0,0.13793103448275862
395,0.0,0.11538461538461539
396,0.0,0.12
397,0.0,0.13793103448275862
398,0.0,0.12121212121212122
399,0.0,0.14814814814814814
400,2.0,0.12149532710280374
401,1.0,0.1320754716981132
402,0.0,0.1111111111111111
403,0.0,0.11904761904761904
404,0.0,0.1282051282051282
405,0.0,0.13333333333333333
406,0.0,0.13157894736842105
407,0.0,0.125
408,0.0,0.1
409,1.0,0.13253012048192772
410,0.0,0.125
411,1.0,0.12
412,0.0,0.13513513513513514
413,0.0,0.12
414,0.0,0.11538461538461539
415,1.0,0.1262135922330097
416,1.0,0.1232876712328767
417,0.0,0.125
418,0.0,0.13793103448275862
419,0.0,0.12121212121212122
420,0.0,0.11764705882352941
421,0.0,0.12903225806451613
422,1.0,0.12941176470588237
423,0.0,0.12
424,0.0,0.11428571428571428
425,0.0,0.14285714285714285
426,0.0,0.10714285714285714
427,0.0,0.13157894736842105
428,0.0,0.12903225806451613
429,1.0,0.1267605633802817
430,0.0,0.11538461538461539
431,1.0,0.12962962962962962
432,2.0,0.11650485436893204
433,1.0,0.12727272727272726
434,0.0,0.12
435,0.0,0.15384615384615385
436,0.0,0.12
437,0.0,0.12903225806451613
438,0.0,0.12
439,0.0,0.11538461538461539
440,0.0,0.1111111111111111
441,0.0,0.16
442,0.0,0.10714285714285714
443,0.0,0.12
444,1.0,0.13157894736842105
445,0.0,0.11538461538461539
446,0.0,0.10714285714285714
447,0.0,0.14814814814814814
448,1.0,0.125
449,0.0,0.125
450,0.0,0.11538461538461539
451,0.0,0.13513513513513514
452,0.0,0.11538461538461539
453,0.0,0.12
454,0.0,0.13043478260869565
455,0.0,0.10344827586206896
456,1.0,0.12987012987012986
457,0.0,0.125
458,0.0,0.11764705882352941
459,0.0,0.13636363636363635
460,0.0,0.1111111111111111
461,0.0,0.12903225806451613
462,0.0,0.12
463,1.0,0.1232876712328767
464,1.0,0.125
465,0.0,0.13793103448275862
466,0.0,0.13793103448275862
467,0.0,0.10714285714285714
468,0.0,0.12121212121212122
469,0.0,0.14285714285714285
470,0.0,0.125
471,0.0,0.10344827586206896
472,1.0,0.13333333333333333
473,0.0,0.12244897959183673
474,0.0,0.11538461538461539
475,0.0,0.12903225806451613
476,1.0,0.125
477,0.0,0.13793103448275862
478,2.0,0.11864406779661017
479,2.0,0.12871287128712872
480,0.0,0.13333333333333333
481,0.0,0.1
482,0.0,0.14814814814814814
483,0.0,0.10344827586206896
484,0.0,0.13333333333333333
485,2.0,0.12264150943396226
486,0.0,0.16
487,0.0,0.1111111111111111
488,0.0,0.13793103448275862
489,0.0,0.10810810810810811
490,0.0,0.14814814814814814
491,0.0,0.10344827586206896
492,0.0,0.11538461538461539
493,0.0,0.16
494,2.0,0.12096774193548387
495,1.0,0.12903225806451613
496,0.0,0.12903225806451613
497,0.0,0.1111111111111111
498,0.0,0.13793103448275862
499,0.0,0.12
500,0.0,0.12244897959183673
501,2.0,0.12871287128712872
502,0.0,0.1
503,0.0,0.12
504,0.0,0.14285714285714285
505,0.0,0.12
506,0.0,0.11538461538461539
507,0.0,0.14814814814814814
508,1.0,0.125
509,0.0,0.11428571428571428
510,0.0,0.11538461538461539
511,0.0,0.12
512,0.0,0.14285714285714285
513,1.0,0.1282051282051282
514,1.0,0.1111111111111111
515,1.0,0.13513513513513514
516,0.0,0.11904761904761904
517,1.0,0.1320754716981132
518,0.0,0.10714285714285714
519,0.0,0.1282051282051282
520,0.0,0.12
521,0.0,0.13333333333333333
522,0.0,0.10714285714285714
523,0.0,0.14285714285714285
524,0.0,0.13333333333333333
525,0.0,0.12121212121212122
526,0.0,0.12
527,0.0,0.11538461538461539
528,0.0,0.12121212121212122
529,2.0,0.125
530,0.0,0.12903225806451613
531,0.0,0.12
532,0.0,0.14285714285714285
533,0.0,0.10714285714285714
534,0.0,0.11538461538461539
535,0.0,0.16
536,1.0,0.11688311688311688
537,0.0,0.12
538,0.0,0.125
539,1.0,0.13157894736842105
540,0.0,0.125
541,0.0,0.12
542,0.0,0.13333333333333333
543,0.0,0.125
544,0.0,0.1
545,1.0,0.1320754716981132
546,0.0,0.12
547,0.0,0.12
548,2.0,0.12871287128712872
549,0.0,0.12903225806451613
550,0.0,0.10714285714285714
551,0.0,0.11538461538461539
552,2.0,0.12612612612612611
553,0.0,0.14705882352941177
554,0.0,0.11538461538461539
555,2.0,0.1188118811881188
556,0.0,0.16
557,0.0,0.125
558,0.0,0.1
559,0.0,0.13333333333333333
560,0.0,0.12
561,0.0,0.12
562,0.0,0.15384615384615385
563,3.0,0.12138728323699421
564,0.0,0.13333333333333333
565,0.0,0.125
566,2.0,0.12612612612612611
567,0.0,0.10714285714285714
568,0.0,0.15384615384615385
569,1.0,0.1232876712328767
570,0.0,0.1111111111111111
571,0.0,0.11538461538461539
572,2.0,0.1262135922330097
573,0.0,0.14285714285714285
574,0.0,0.11538461538461539
575,0.0,0.13513513513513514
576,0.0,0.10810810810810811
577,0.0,0.15384615384615385
578,0.0,0.1111111111111111
579,0.0,0.12
580,0.0,0.1111111111111111
581,0.0,0.14814814814814814
582,2.0,0.1188118811881188
583,2.0,0.13
584,0.0,0.13333333333333333
585,0.0,0.1111111111111111
586,0.0,0.14285714285714285
587,2.0,0.12380952380952381
588,0.0,0.11538461538461539
589,0.0,0.125
590,0.0,0.1111111111111111
591,0.0,0.13333333333333333
592,0.0,0.12
593,0.0,0.125
594,0.0,0.14285714285714285
595,2.0,0.12352941176470589
596,0.0,0.10714285714285714
597,0.0,0.14814814814814814
598,0.0,0.12903225806451613
599,0.0,0.12903225806451613
600,0.0,0.1111111111111111
601,0.0,0.11538461538461539
602,0.0,0.1388888888888889
603,1.0,0.1232876712328767
604,0.0,0.12
605,0.0,0.12
606,0.0,0.1388888888888889
607,0.0,0.12
608,0.0,0.11428571428571428
609,2.0,0.12149532710280374
610,1.0,0.13333333333333333
611,0.0,0.12121212121212122
612,0.0,0.14285714285714285
613,1.0,0.125
614,2.0,0.11764705882352941
615,0.0,0.15384615384615385
616,0.0,0.10256410256410256
617,0.0,0.12903225806451613
618,0.0,0.12903225806451613
619,0.0,0.12903225806451613
620,0.0,0.1111111111111111
621,0.0,0.14814814814814814
622,0.0,0.1111111111111111
623,0.0,0.14285714285714285
624,0.0,0.11764705882352941
625,0.0,0.13513513513513514
626,0.0,0.11538461538461539
627,2.0,0.12380952380952381
628,0.0,0.12
629,0.0,0.13793103448275862
630,2.0,0.11904761904761904
631,0.0,0.16
632,0.0,0.11904761904761904
633,0.0,0.10344827586206896
634,0.0,0.14814814814814814
635,0.0,0.1111111111111111
636,2.0,0.1262135922330097
637,2.0,0.125
638,0.0,0.12
639,1.0,0.1282051282051282
640,0.0,0.1111111111111111
641,0.0,0.12
642,0.0,0.125
643,2.0,0.12598425196850394
644,0.0,0.13333333333333333
645,0.0,0.13333333333333333
646,0.0,0.10344827586206896
647,2.0,0.1262135922330097
648,2.0,0.13
649,0.0,0.10714285714285714
650,0.0,0.11538461538461539
651,0.0,0.16
652,0.0,0.11764705882352941
653,0.0,0.13333333333333333
654,2.0,0.12264150943396226
655,0.0,0.12
656,0.0,0.12903225806451613
657,0.0,0.12121212121212122
658,2.0,0.12037037037037036
659,1.0,0.12727272727272726
660,1.0,0.13432835820895522
661,0.0,0.1111111111111111
662,1.0,0.12
663,0.0,0.13157894736842105
664,0.0,0.14814814814814814
665,2.0,0.12149532710280374
666,0.0,0.12
667,0.0,0.11538461538461539
668,0.0,0.15384615384615385
669,0.0,0.12
670,0.0,0.11538461538461539
671,0.0,0.13333333333333333
672,2.0,0.12380952380952381
673,0.0,0.10344827586206896
674,2.0,0.13333333333333333
675,2.0,0.12389380530973451
676,0.0,0.12
677,1.0,0.12222222222222222
678,1.0,0.125
679,2.0,0.1282051282051282
680,0.0,0.10714285714285714
681,0.0,0.13157894736842105
682,0.0,0.12903225806451613
683,2.0,0.1271186440677966
684,0.0,0.11538461538461539
685,2.0,0.1206896551724138
686,2.0,0.12745098039215685
687,0.0,0.11538461538461539
688,2.0,0.125
689,0.0,0.13953488372093023
690,0.0,0.12903225806451613
691,0.0,0.10638297872340426
692,0.0,0.14285714285714285
693,0.0,0.12903225806451613
694,0.0,0.1111111111111111
695,0.0,0.12121212121212122
696,0.0,0.13793103448275862
697,0.0,0.10714285714285714
698,0.0,0.16
699,1.0,0.12
700,0.0,0.12244897959183673
701,0.0,0.1111111111111111
702,2.0,0.1262135922330097
703,0.0,0.13333333333333333
704,0.0,0.12
705,2.0,0.125
706,0.0,0.14285714285714285
707,0.0,0.10714285714285714
708,0.0,0.125
709,2.0,0.12727272727272726
710,2.0,0.125
711,2.0,0.1262135922330097
712,0.0,0.12121212121212122
713,2.0,0.11926605504587157
714,0.0,0.1282051282051282
715,2.0,0.1258741258741259
716,0.0,0.1346153846153846
717,0.0,0.125
718,0.0,0.125
719,2.0,0.12264150943396226
720,0.0,0.1282051282051282
721,2.0,0.12727272727272726
722,0.0,0.125
723,2.0,0.12149532710280374
724,0.0,0.13513513513513514
725,2.0,0.1188118811881188
726,0.0,0.12
727,0.0,0.15384615384615385
728,0.0,0.1
729,0.0,0.13513513513513514
730,0.0,0.11538461538461539
731,2.0,0.12380952380952381
732,0.0,0.14814814814814814
733,0.0,0.125
734,0.0,0.125
735,1.0,0.12
736,1.0,0.12658227848101267
737,0.0,0.12903225806451613
738,0.0,0.12195121951219512
739,0.0,0.13793103448275862
740,1.0,0.11764705882352941
741,2.0,0.12380952380952381
742,0.0,0.12
743,2.0,0.12380952380952381
744,0.0,0.13793103448275862
745,2.0,0.1262135922330097
746,0.0,0.11363636363636363
747,1.0,0.125
748,0.0,0.16
749,0.0,0.11764705882352941
750,0.0,0.10714285714285714
751,1.0,0.125
752,0.0,0.14285714285714285
753,0.0,0.13157894736842105
754,2.0,0.12173913043478261
755,0.0,0.1282051282051282
756,0.0,0.12962962962962962
757,0.0,0.12195121951219512
758,0.0,0.1111111111111111
759,0.0,0.1111111111111111
760,2.0,0.13274336283185842
761,0.0,0.12
762,0.0,0.12903225806451613
763,0.0,0.1
764,0.0,0.12
765,0.0,0.13333333333333333
766,0.0,0.12
767,2.0,0.12598425196850394
768,0.0,0.13513513513513514
769,2.0,0.12149532710280374
770,0.0,0.12903225806451613
771,0.0,0.12121212121212122
772,2.0,0.12745098039215685
773,0.0,0.10714285714285714
774,1.0,0.14035087719298245
775,0.0,0.12
776,0.0,0.1111111111111111
777,0.0,0.13793103448275862
778,0.0,0.125
779,0.0,0.11538461538461539
780,2.0,0.12598425196850394
781,0.0,0.11904761904761904
782,0.0,0.12
783,0.0,0.13333333333333333
784,0.0,0.12121212121212122
785,1.0,0.1282051282051282
786,2.0,0.12844036697247707
787,0.0,0.125
788,0.0,0.10526315789473684
789,2.0,0.125
790,0.0,0.12
791,1.0,0.12903225806451613
792,2.0,0.1262135922330097
793,0.0,0.1388888888888889
794,0.0,0.125
795,0.0,0.11538461538461539
796,0.0,0.13157894736842105
797,0.0,0.10256410256410256
798,0.0,0.15151515151515152
799,0.0,0.11363636363636363
800,0.0,0.11764705882352941
801,2.0,0.12962962962962962
802,0.0,0.13157894736842105
803,0.0,0.10714285714285714
804,0.0,0.13793103448275862
805,0.0,0.1
806,2.0,0.1297709923664122
807,2.0,0.12380952380952381
808,0.0,0.13793103448275862
809,0.0,0.125
810,2.0,0.12195121951219512
811,0.0,0.11538461538461539
812,0.0,0.11538461538461539
813,0.0,0.125
814,0.0,0.1346153846153846
815,2.0,0.12686567164179105
816,0.0,0.11764705882352941
817,2.0,0.12698412698412698
818,0.0,0.10714285714285714
819,0.0,0.1320754716981132
820,0.0,0.12
821,2.0,0.12280701754385964
822,2.0,0.12380952380952381
823,0.0,0.14814814814814814
824,2.0,0.11940298507462686
825,2.0,0.13333333333333333
826,0.0,0.11538461538461539
827,0.0,0.13333333333333333
828,0.0,0.11475409836065574
829,2.0,0.1308411214953271
830,0.0,0.11428571428571428
831,0.0,0.11627906976744186
832,0.0,0.13333333333333333
833,0.0,0.13333333333333333
834,0.0,0.125
835,0.0,0.125
836,2.0,0.12149532710280374
837,0.0,0.13793103448275862
838,0.0,0.125
839,0.0,0.0967741935483871
840,0.0,0.13157894736842105
841,0.0,0.13793103448275862
842,0.0,0.13333333333333333
843,0.0,0.10638297872340426
844,0.0,0.16
845,0.0,0.125
846,0.0,0.125
847,0.0,0.10344827586206896
848,0.0,0.14285714285714285
849,0.0,0.1232876712328767
850,0.0,0.10810810810810811
851,0.0,0.16
852,2.0,0.11764705882352941
853,0.0,0.13513513513513514
854,0.0,0.13793103448275862
855,0.0,0.125
856,0.0,0.11428571428571428
857,0.0,0.13513513513513514
858,0.0,0.125
859,0.0,0.1111111111111111
860,0.0,0.10714285714285714
861,1.0,0.125
862,0.0,0.12949640287769784
863,0.0,0.12903225806451613
864,0.0,0.1111111111111111
865,2.0,0.12408759124087591
866,0.0,0.125
